Location,Population,Income,latitude,longitude,east_west,municipality_profile,coordinates
Albany,1657,47583,32.723452,-99.2973005,west,https://directory.tml.org/profile/city/1719,"[32.723452, -99.2973005]"
Alpine,5884,43583,30.3561488,-103.6696958,west,https://directory.tml.org/profile/city/1722,"[30.3561488, -103.6696958]"
Ames,1082,29250,30.0538261,-94.7435327,east,https://directory.tml.org/profile/city/1437,"[30.0538261, -94.7435327]"
Anderson,301,42917,30.4876971,-95.9924515,east,https://directory.tml.org/profile/city/1477,"[30.4876971, -95.9924515]"
Angus,450,48150,32.0051302,-96.437309,east,https://directory.tml.org/profile/city/12,"[32.0051302, -96.437309]"
Anson,2011,42375,32.7565042,-99.896207,west,https://directory.tml.org/profile/city/1287,"[32.7565042, -99.896207]"
Anton,1075,44423,33.8112013,-102.1637854,west,https://directory.tml.org/profile/city/1289,"[33.8112013, -102.1637854]"
Aquilla,145,36875,31.8515484,-97.2180635,east,https://directory.tml.org/profile/city/1290,"[31.8515484, -97.2180635]"
Archer City,1690,41339,33.5956593,-98.6256128,west,https://directory.tml.org/profile/city/1292,"[33.5956593, -98.6256128]"
Arp,1483,52875,32.2254332,-95.0577207,east,https://directory.tml.org/profile/city/1296,"[32.2254332, -95.0577207]"
Asherton,698,21716,28.4435988,-99.7589404,west,https://directory.tml.org/profile/city/20,"[28.4435988, -99.7589404]"
Austwell,111,51944,28.3902814,-96.842208,east,https://directory.tml.org/profile/city/1302,"[28.3902814, -96.842208]"
Bailey,235,39500,33.4320531,-96.1658091,east,https://directory.tml.org/profile/city/24,"[33.4320531, -96.1658091]"
Baird,1671,51711,32.3940168,-99.3942436,west,https://directory.tml.org/profile/city/1306,"[32.3940168, -99.3942436]"
Balcones Heights,2743,27431,29.489263,-98.5506185,east,https://directory.tml.org/profile/city/1308,"[29.489263, -98.5506185]"
Ballinger,3567,47329,31.7382062,-99.9473077,west,https://directory.tml.org/profile/city/1309,"[31.7382062, -99.9473077]"
Bandera,453,32500,29.7266131,-99.0736462,west,https://directory.tml.org/profile/city/1311,"[29.7266131, -99.0736462]"
Bangs,1653,44167,31.7170958,-99.1325528,west,https://directory.tml.org/profile/city/1312,"[31.7170958, -99.1325528]"
Bardwell,679,46571,32.2690354,-96.6961027,east,https://directory.tml.org/profile/city/26,"[32.2690354, -96.6961027]"
Barstow,283,30833,31.4612451,-103.3937815,west,https://directory.tml.org/profile/city/1313,"[31.4612451, -103.3937815]"
Bartlett,1684,52946,30.7949121,-97.4255583,east,https://directory.tml.org/profile/city/1314,"[30.7949121, -97.4255583]"
Beckville,840,45240,32.2429366,-94.4554782,east,https://directory.tml.org/profile/city/30,"[32.2429366, -94.4554782]"
Bedias,302,0,30.7757486,-95.949397,east,https://directory.tml.org/profile/city/240,"[30.7757486, -95.949397]"
Benavides,1231,51848,27.5989194,-98.4080661,east,https://directory.tml.org/profile/city/32,"[27.5989194, -98.4080661]"
Benjamin,238,35375,33.5839808,-99.7923132,west,https://directory.tml.org/profile/city/1328,"[33.5839808, -99.7923132]"
Beverly Hills,2457,45391,31.5215557,-97.1538919,east,https://directory.tml.org/profile/city/1331,"[31.5215557, -97.1538919]"
Big Wells,503,26420,28.5733162,-99.5686565,west,https://directory.tml.org/profile/city/37,"[28.5733162, -99.5686565]"
Bishop,3185,41397,27.5861441,-97.7991636,east,https://directory.tml.org/profile/city/1335,"[27.5861441, -97.7991636]"
Blackwell,177,0,32.0868017,-100.3175971,west,https://directory.tml.org/profile/city/38,"[32.0868017, -100.3175971]"
Blossom,1404,52500,33.6614962,-95.3857864,east,https://directory.tml.org/profile/city/1339,"[33.6614962, -95.3857864]"
Bogata,1046,27868,33.4706655,-95.2138351,east,https://directory.tml.org/profile/city/1344,"[33.4706655, -95.2138351]"
Bovina,1409,37521,34.5136823,-102.8829977,west,https://directory.tml.org/profile/city/1348,"[34.5136823, -102.8829977]"
Bowie,5359,54440,33.5589953,-97.8486457,west,https://directory.tml.org/profile/city/1349,"[33.5589953, -97.8486457]"
Brackettville,1492,24145,29.3105125,-100.4178563,west,https://directory.tml.org/profile/city/1351,"[29.3105125, -100.4178563]"
Brady,5129,39384,31.1351682,-99.3350552,west,https://directory.tml.org/profile/city/1352,"[31.1351682, -99.3350552]"
Brazoria,2894,54671,29.0444147,-95.5691126,east,https://directory.tml.org/profile/city/1353,"[29.0444147, -95.5691126]"
Breckenridge,5258,39191,32.7556768,-98.9022898,west,https://directory.tml.org/profile/city/1354,"[32.7556768, -98.9022898]"
Brookshire,5188,52037,29.7860643,-95.9510661,east,https://directory.tml.org/profile/city/620,"[29.7860643, -95.9510661]"
Browndell,102,0,31.1260943,-93.9801176,east,https://directory.tml.org/profile/city/46,"[31.1260943, -93.9801176]"
Brownfield,9065,45557,33.1812035,-102.2743489,west,https://directory.tml.org/profile/city/1362,"[33.1812035, -102.2743489]"
Brownsboro,1568,50893,32.3023706,-95.6135715,east,https://directory.tml.org/profile/city/45,"[32.3023706, -95.6135715]"
Buffalo,1719,42344,31.4637866,-96.0580197,east,https://directory.tml.org/profile/city/1368,"[31.4637866, -96.0580197]"
Burke,650,42708,31.2313075,-94.7688688,east,https://directory.tml.org/profile/city/51,"[31.2313075, -94.7688688]"
Byers,377,48281,34.0681503,-98.1905989,west,https://directory.tml.org/profile/city/53,"[34.0681503, -98.1905989]"
Cactus,3088,39932,36.0522574,-102.0023992,west,https://directory.tml.org/profile/city/54,"[36.0522574, -102.0023992]"
Caldwell,4013,53892,30.5313152,-96.6930303,east,https://directory.tml.org/profile/city/1375,"[30.5313152, -96.6930303]"
Cameron,5350,50629,30.8532454,-96.9769304,east,https://directory.tml.org/profile/city/1378,"[30.8532454, -96.9769304]"
Campbell,929,48538,33.149386,-95.9513214,east,https://directory.tml.org/profile/city/58,"[33.149386, -95.9513214]"
Camp Wood,1020,41131,29.6693924,-100.0122911,west,https://directory.tml.org/profile/city/1379,"[29.6693924, -100.0122911]"
Canadian,2379,49271,35.91282,-100.3820772,west,https://directory.tml.org/profile/city/1380,"[35.91282, -100.3820772]"
Canton,4141,50846,32.5565244,-95.8632996,east,https://directory.tml.org/profile/city/1381,"[32.5565244, -95.8632996]"
Carmine,238,52813,30.1493838,-96.6860862,east,https://directory.tml.org/profile/city/1383,"[30.1493838, -96.6860862]"
Carrizo Springs,5014,22167,28.5219292,-99.8606107,west,https://directory.tml.org/profile/city/1384,"[28.5219292, -99.8606107]"
Carthage,6510,44951,32.1573841,-94.3374199,east,https://directory.tml.org/profile/city/1386,"[32.1573841, -94.3374199]"
Celeste,969,42500,33.2942917,-96.1952061,east,https://directory.tml.org/profile/city/1171,"[33.2942917, -96.1952061]"
Centerville,975,27011,31.2579584,-95.978292,east,https://directory.tml.org/profile/city/1172,"[31.2579584, -95.978292]"
Chandler,3218,49328,32.3079269,-95.479957,east,https://directory.tml.org/profile/city/1173,"[32.3079269, -95.479957]"
Channing,249,48958,35.6836536,-102.3301953,west,https://directory.tml.org/profile/city/64,"[35.6836536, -102.3301953]"
Charlotte,1426,32206,28.8619201,-98.7064121,east,https://directory.tml.org/profile/city/1174,"[28.8619201, -98.7064121]"
Childress,5751,47308,34.4264529,-100.2040019,west,https://directory.tml.org/profile/city/1176,"[34.4264529, -100.2040019]"
Chireno,583,41591,31.5076007,-94.3543659,east,https://directory.tml.org/profile/city/1411,"[31.5076007, -94.3543659]"
Cisco,3851,54583,32.3881861,-98.9792336,west,https://directory.tml.org/profile/city/1180,"[32.3881861, -98.9792336]"
Clarendon,1745,44653,34.9378289,-100.8881993,west,https://directory.tml.org/profile/city/1181,"[34.9378289, -100.8881993]"
Clarksville,2862,35813,33.6106648,-95.052722,east,https://directory.tml.org/profile/city/1182,"[33.6106648, -95.052722]"
Cleveland,7515,48019,30.34132,-95.0854885,east,https://directory.tml.org/profile/city/1187,"[30.34132, -95.0854885]"
Clyde,3816,51184,32.4059605,-99.4936912,west,https://directory.tml.org/profile/city/1190,"[32.4059605, -99.4936912]"
Cockrell Hill,3858,54088,32.7362421,-96.8869481,east,https://directory.tml.org/profile/city/1191,"[32.7362421, -96.8869481]"
Coldspring,1047,37188,30.592606,-95.1293175,east,https://directory.tml.org/profile/city/70,"[30.592606, -95.1293175]"
Coleman,3998,44515,31.8273679,-99.4264532,west,https://directory.tml.org/profile/city/1192,"[31.8273679, -99.4264532]"
Colmesneil,718,51728,30.9093987,-94.4226266,east,https://directory.tml.org/profile/city/1196,"[30.9093987, -94.4226266]"
Colorado City,4259,43550,32.3881745,-100.8645576,west,https://directory.tml.org/profile/city/1197,"[32.3881745, -100.8645576]"
Columbus,3582,54713,29.7066232,-96.5396933,east,https://directory.tml.org/profile/city/1198,"[29.7066232, -96.5396933]"
Comanche,4171,44973,31.8973693,-98.6036581,west,https://directory.tml.org/profile/city/1199,"[31.8973693, -98.6036581]"
Commerce,8667,37684,33.2472808,-95.9114704,east,https://directory.tml.org/profile/city/1200,"[33.2472808, -95.9114704]"
Cool,144,50625,32.8001288,-98.001153,west,https://directory.tml.org/profile/city/1699,"[32.8001288, -98.001153]"
Cooper,1882,40650,33.3734427,-95.6882925,east,https://directory.tml.org/profile/city/1204,"[33.3734427, -95.6882925]"
Cottonwood Shores,1630,44871,30.5557453,-98.3239126,east,https://directory.tml.org/profile/city/585,"[30.5557453, -98.3239126]"
Covington,323,45750,32.1784832,-97.2580677,east,https://directory.tml.org/profile/city/1212,"[32.1784832, -97.2580677]"
Coyote Flats,361,53393,32.3641082,-97.2974123,east,https://directory.tml.org/profile/city/49605,"[32.3641082, -97.2974123]"
Cranfills Gap,225,41563,31.7737659,-97.8258601,east,https://directory.tml.org/profile/city/1215,"[31.7737659, -97.8258601]"
Creedmoor,349,51250,30.0899368,-97.7338917,east,https://directory.tml.org/profile/city/81,"[30.0899368, -97.7338917]"
Crockett,6441,30875,31.3177591,-95.4571905,east,https://directory.tml.org/profile/city/1216,"[31.3177591, -95.4571905]"
Crosbyton,1597,43480,33.6600847,-101.2379276,west,https://directory.tml.org/profile/city/1217,"[33.6600847, -101.2379276]"
Crowell,594,29167,33.983973,-99.7248158,west,https://directory.tml.org/profile/city/1220,"[33.983973, -99.7248158]"
Crystal City,6504,44328,28.6774795,-99.8281104,west,https://directory.tml.org/profile/city/82,"[28.6774795, -99.8281104]"
Cuero,8200,48247,29.0938652,-97.2891568,east,https://directory.tml.org/profile/city/1222,"[29.0938652, -97.2891568]"
Daingerfield,2492,34926,33.031793,-94.7218731,east,https://directory.tml.org/profile/city/1224,"[33.031793, -94.7218731]"
Dayton,8569,51717,30.0466051,-94.8852026,east,https://directory.tml.org/profile/city/1231,"[30.0466051, -94.8852026]"
Dayton Lakes,51,14500,30.1446577,-94.8221464,east,https://directory.tml.org/profile/city/1232,"[30.1446577, -94.8221464]"
Dean,445,47125,33.9503748,-98.34616,west,https://directory.tml.org/profile/city/1649,"[33.9503748, -98.34616]"
De Kalb,1617,35958,33.5087256,-94.616319,east,https://directory.tml.org/profile/city/1235,"[33.5087256, -94.616319]"
De Leon,1896,34276,32.1109743,-98.5358825,west,https://directory.tml.org/profile/city/1236,"[32.1109743, -98.5358825]"
Dell City,82,35104,31.9387239,-105.2013453,west,https://directory.tml.org/profile/city/1237,"[31.9387239, -105.2013453]"
Deport,853,42321,33.5262198,-95.3157832,east,https://directory.tml.org/profile/city/93,"[33.5262198, -95.3157832]"
Devine,4349,33478,29.1399633,-98.905306,west,https://directory.tml.org/profile/city/1244,"[29.1399633, -98.905306]"
Diboll,4562,52717,31.1922292,-94.7807858,east,https://directory.tml.org/profile/city/1245,"[31.1922292, -94.7807858]"
Dickens,182,38625,33.6217516,-100.836521,west,https://directory.tml.org/profile/city/1246,"[33.6217516, -100.836521]"
Dilley,3404,50278,28.6674802,-99.1705887,west,https://directory.tml.org/profile/city/1248,"[28.6674802, -99.1705887]"
Driscoll,752,32826,27.6744741,-97.7486072,east,https://directory.tml.org/profile/city/1252,"[27.6744741, -97.7486072]"
Dublin,3426,45664,32.085143,-98.3419882,west,https://directory.tml.org/profile/city/1253,"[32.085143, -98.3419882]"
Eagle Lake,3487,43689,29.5896836,-96.3335769,east,https://directory.tml.org/profile/city/1256,"[29.5896836, -96.3335769]"
Earth,941,39293,34.2331373,-102.4107493,west,https://directory.tml.org/profile/city/1259,"[34.2331373, -102.4107493]"
Eastland,3647,41623,32.4015198,-98.8175623,west,https://directory.tml.org/profile/city/1260,"[32.4015198, -98.8175623]"
Easton,425,30368,32.3873755,-94.5829828,east,https://directory.tml.org/profile/city/101,"[32.3873755, -94.5829828]"
East Tawakoni,987,46667,32.8842886,-95.9291335,east,https://directory.tml.org/profile/city/1262,"[32.8842886, -95.9291335]"
Ector,965,54167,33.5773281,-96.2733145,east,https://directory.tml.org/profile/city/1263,"[33.5773281, -96.2733145]"
Edcouch,2786,38019,26.2939604,-97.9605574,east,https://directory.tml.org/profile/city/400,"[26.2939604, -97.9605574]"
Eden,1790,32436,31.216276,-99.8456277,west,https://directory.tml.org/profile/city/1264,"[31.216276, -99.8456277]"
El Cenizo,2632,24286,27.3321558,-99.5037134,east,https://directory.tml.org/profile/city/1490,"[27.3321558, -99.5037134]"
Eldorado,2034,46140,30.8601745,-100.6009299,west,https://directory.tml.org/profile/city/1270,"[30.8601745, -100.6009299]"
Electra,2163,37083,34.0292588,-98.9189575,west,https://directory.tml.org/profile/city/1271,"[34.0292588, -98.9189575]"
Elsa,5783,47196,26.2934048,-97.9930588,east,https://directory.tml.org/profile/city/1277,"[26.2934048, -97.9930588]"
Emory,1536,45833,32.874566,-95.7655183,east,https://directory.tml.org/profile/city/1278,"[32.874566, -95.7655183]"
Encinal,1291,44528,28.041117,-99.3544787,west,https://directory.tml.org/profile/city/105,"[28.041117, -99.3544787]"
Escobares,2574,28203,26.4106186,-98.9625293,east,https://directory.tml.org/profile/city/28576,"[26.4106186, -98.9625293]"
Eureka,195,50833,32.0126567,-96.29581,east,https://directory.tml.org/profile/city/1650,"[32.0126567, -96.29581]"
Eustace,1480,45398,32.3070902,-96.0066353,east,https://directory.tml.org/profile/city/1065,"[32.3070902, -96.0066353]"
Everman,6148,45581,32.630968,-97.2891817,east,https://directory.tml.org/profile/city/1067,"[32.630968, -97.2891817]"
Falfurrias,4532,27419,27.2269872,-98.1441714,east,https://directory.tml.org/profile/city/1069,"[27.2269872, -98.1441714]"
Farmersville,3591,0,33.1634493,-96.3599821,east,https://directory.tml.org/profile/city/1072,"[33.1634493, -96.3599821]"
Farwell,1565,50833,34.383409,-103.0380016,west,https://directory.tml.org/profile/city/1073,"[34.383409, -103.0380016]"
Fayetteville,312,54231,29.9057817,-96.6727528,east,https://directory.tml.org/profile/city/1075,"[29.9057817, -96.6727528]"
Florence,1093,40000,30.8412954,-97.7936268,east,https://directory.tml.org/profile/city/1078,"[30.8412954, -97.7936268]"
Floresville,7138,45769,29.1335781,-98.1561192,east,https://directory.tml.org/profile/city/1079,"[29.1335781, -98.1561192]"
Floydada,2700,45273,33.9845232,-101.3376574,west,https://directory.tml.org/profile/city/1081,"[33.9845232, -101.3376574]"
Fort Stockton,8433,54850,30.8940431,-102.8793222,west,https://directory.tml.org/profile/city/1085,"[30.8940431, -102.8793222]"
Franklin,1358,48625,31.0260194,-96.4852444,east,https://directory.tml.org/profile/city/1087,"[31.0260194, -96.4852444]"
Fruitvale,551,45625,32.6831851,-95.8032979,east,https://directory.tml.org/profile/city/113,"[32.6831851, -95.8032979]"
Ganado,2052,49675,29.0405363,-96.5135831,east,https://directory.tml.org/profile/city/1100,"[29.0405363, -96.5135831]"
Garrison,1123,42524,31.8240279,-94.4908377,east,https://directory.tml.org/profile/city/1103,"[31.8240279, -94.4908377]"
George West,3106,37250,28.3325002,-98.1175054,east,https://directory.tml.org/profile/city/1107,"[28.3325002, -98.1175054]"
Gholson,1346,54821,31.7009962,-97.2163956,east,https://directory.tml.org/profile/city/120,"[31.7009962, -97.2163956]"
Gilmer,4802,38240,32.7287472,-94.9424379,east,https://directory.tml.org/profile/city/1109,"[32.7287472, -94.9424379]"
Gladewater,6189,43750,32.5365333,-94.9427168,east,https://directory.tml.org/profile/city/1110,"[32.5365333, -94.9427168]"
Goldthwaite,1663,46615,31.4498855,-98.5708763,west,https://directory.tml.org/profile/city/465,"[31.4498855, -98.5708763]"
Goliad,1759,36047,28.6683252,-97.3883265,east,https://directory.tml.org/profile/city/1115,"[28.6683252, -97.3883265]"
Gonzales,7138,47694,29.5016257,-97.4524926,east,https://directory.tml.org/profile/city/1116,"[29.5016257, -97.4524926]"
Goodlow,343,0,32.1088791,-96.2150328,east,https://directory.tml.org/profile/city/122,"[32.1088791, -96.2150328]"
Goodrich,294,36875,30.6060537,-94.9472634,east,https://directory.tml.org/profile/city/1117,"[30.6060537, -94.9472634]"
Goree,282,31500,33.4673183,-99.5245276,west,https://directory.tml.org/profile/city/1592,"[33.4673183, -99.5245276]"
Gorman,1388,22880,32.2137484,-98.6706106,west,https://directory.tml.org/profile/city/1119,"[32.2137484, -98.6706106]"
Graford,699,42813,32.9376218,-98.2469919,west,https://directory.tml.org/profile/city/1120,"[32.9376218, -98.2469919]"
Graham,8718,47307,33.1070597,-98.589502,west,https://directory.tml.org/profile/city/1121,"[33.1070597, -98.589502]"
Grand Saline,3093,45563,32.6734636,-95.7094069,east,https://directory.tml.org/profile/city/1125,"[32.6734636, -95.7094069]"
Granger,1229,49205,30.7176929,-97.44278,east,https://directory.tml.org/profile/city/1127,"[30.7176929, -97.44278]"
Granjeno,358,28750,26.1347979,-98.3047363,east,https://directory.tml.org/profile/city/1486,"[26.1347979, -98.3047363]"
Grapeland,1830,34643,31.4936922,-95.4789863,east,https://directory.tml.org/profile/city/1129,"[31.4936922, -95.4789863]"
Gregory,2231,35761,27.9222444,-97.2899915,east,https://directory.tml.org/profile/city/1132,"[27.9222444, -97.2899915]"
Groesbeck,3729,43750,31.5243379,-96.5338693,east,https://directory.tml.org/profile/city/1133,"[31.5243379, -96.5338693]"
Groveton,868,35317,31.0553605,-95.1266751,east,https://directory.tml.org/profile/city/1679,"[31.0553605, -95.1266751]"
Gruver,1634,50804,36.2650314,-101.4062723,west,https://directory.tml.org/profile/city/614,"[36.2650314, -101.4062723]"
Hale Center,2049,40000,34.0642436,-101.8437866,west,https://directory.tml.org/profile/city/1139,"[34.0642436, -101.8437866]"
Hallettsville,2709,44000,29.4438528,-96.9410929,east,https://directory.tml.org/profile/city/1140,"[29.4438528, -96.9410929]"
Hallsburg,501,51964,31.5387793,-96.9561053,east,https://directory.tml.org/profile/city/1141,"[31.5387793, -96.9561053]"
Hamilton,2885,38698,31.7037655,-98.1239231,west,https://directory.tml.org/profile/city/1144,"[31.7037655, -98.1239231]"
Hardin,696,46607,30.1524348,-94.739089,east,https://directory.tml.org/profile/city/1893,"[30.1524348, -94.739089]"
Hart,1092,40455,34.3850726,-102.1157408,west,https://directory.tml.org/profile/city/1895,"[34.3850726, -102.1157408]"
Haskell,3013,53651,33.1576031,-99.7337014,west,https://directory.tml.org/profile/city/604,"[33.1576031, -99.7337014]"
Hawk Cove,530,39861,32.8851053,-96.082225,east,https://directory.tml.org/profile/city/452,"[32.8851053, -96.082225]"
Hawley,480,45875,32.6120643,-99.8142586,west,https://directory.tml.org/profile/city/1896,"[32.6120643, -99.8142586]"
Hays,148,55000,30.1227118,-97.8722281,east,https://directory.tml.org/profile/city/1151,"[30.1227118, -97.8722281]"
Hearne,4549,28869,30.8785238,-96.5930258,east,https://directory.tml.org/profile/city/1152,"[30.8785238, -96.5930258]"
Hedley,262,44583,34.8669964,-100.6604111,west,https://directory.tml.org/profile/city/1154,"[34.8669964, -100.6604111]"
Hemphill,1411,32759,31.3417042,-93.8479108,east,https://directory.tml.org/profile/city/1156,"[31.3417042, -93.8479108]"
Hempstead,5709,37043,30.0974405,-96.0782918,east,https://directory.tml.org/profile/city/1157,"[30.0974405, -96.0782918]"
Hico,1721,32813,31.9829253,-98.0336454,west,https://directory.tml.org/profile/city/1162,"[31.9829253, -98.0336454]"
Hillsboro,8193,48281,32.0109886,-97.1300061,east,https://directory.tml.org/profile/city/1168,"[32.0109886, -97.1300061]"
Hondo,8332,53603,29.3474565,-99.1414249,west,https://directory.tml.org/profile/city/957,"[29.3474565, -99.1414249]"
Honey Grove,2128,44514,33.5834377,-95.9099681,east,https://directory.tml.org/profile/city/958,"[33.5834377, -95.9099681]"
Hooks,2553,51734,33.4662328,-94.2885306,east,https://directory.tml.org/profile/city/959,"[33.4662328, -94.2885306]"
Hubbard,1428,32708,31.8484935,-96.797215,east,https://directory.tml.org/profile/city/963,"[31.8484935, -96.797215]"
Hudson,4912,45520,31.3295214,-94.7820591,east,https://directory.tml.org/profile/city/964,"[31.3295214, -94.7820591]"
Hughes Springs,1342,43500,32.998462,-94.6307585,east,https://directory.tml.org/profile/city/966,"[32.998462, -94.6307585]"
Huntington,3371,41042,31.2776969,-94.5770539,east,https://directory.tml.org/profile/city/968,"[31.2776969, -94.5770539]"
